6592375,1
7271091,1
9788063,1
5895356,1
4798453,1
5515482,1
5704306,1
4208507,1
9776024,1
8229381,1
2642481,1
3026582,1
6027064,1
3337909,1
1757648,1
1637559,1
9143041,1
1684920,1
5191101,1
1836284,1
2173483,1
3540182,1
3627100,1
3234992,1
9153389,1
9386523,1
8135819,1
5815314,1
9589973,1
7134954,1
7546587,1
3880940,1
8602697,1
4668305,1
6963666,1
7340115,1
3497424,1
3781052,1
9574548,1
7287032,1
7650443,1
5662008,1
6464166,1
5497423,1
6984369,1
3826578,1
3758852,1
9309121,1
4595376,1
1618560,1
5163754,1
3404831,1
6431045,1
2563111,1
2587692,1
2772324,1
1161268,1
2688030,1
5657691,1
1790094,1
5991521,1
1529324,1
6982147,1
1469170,1
4341654,1
8619658,1
8670469,1
7143246,1
7928816,1
3734967,1
5596857,1
1480251,1
8332192,1
2212248,1
2057154,1
6831130,1
1295432,1
9729060,1
1298423,1
1575211,1
1417488,1
6459711,1
2989245,1
7550737,1
3031636,1
7778546,1
3402693,1
2322410,1
5935433,1
1259011,1
1072780,1
5703467,1
4201475,1
2026669,1
6603458,1
5242532,1
4134650,1
9017976,1
3560764,1
8920078,1
9684717,1
9110086,1
7409327,1
8647000,1
6340042,1
2193076,1
2617817,1
5987810,1
4651904,1
8375501,1
6665221,1
6515390,1
4141970,1
1956758,1
5856819,1
1479001,1
2978684,1
9469687,1
9237760,1
4294896,1
5671101,1
3116429,1
3151629,1
3058983,1
9056945,1
1893735,1
2059715,1
2437956,1
7118113,1
6381559,1
8010750,1
5599388,1
9674971,1
3170841,1
4501520,1
7255980,1
2281265,1
2267778,1
9241393,1
3446595,1
9188587,1
7416800,1
8460611,1
9146867,1
5161761,1
1029878,1
4685149,1
9982876,1
4136607,1
3724869,1
3823915,1
9984518,1
8594735,1
9445621,1
3464398,1
2061092,1
9337838,1
8330793,1
5952277,1
2217662,1
9622762,1
3845241,1
4662067,1
3368715,1
4617914,1
2296348,1
3078129,1
8470125,1
2919508,1
3089859,1
1031075,1
1773174,1
5969556,1
5689082,1
6031467,1
8019308,1
4328982,1
3279897,1
4923253,1
2668124,1
4287032,1
6087234,1
4829050,1
6199911,1
3034251,1
9088696,1
5706811,1
6137220,1
4748109,1
6509039,1
7470718,1
6085898,1
1634155,1
7245693,1
5934957,1
6007380,1
5747862,1
1359512,1
7146783,1
1523758,1
1427641,1
8437797,1
9812855,1
6708529,1
8144980,1
1041888,1
7493997,1
4644474,1
9631660,1
9425741,1
4482637,1
2790334,1
1570787,1
7510846,1
5740701,1
8490211,1
1171255,1
3380912,1
9845361,1
3824863,1
8996011,1
5917586,1
2839668,1
3500948,1
4122020,1
4044140,1
2464766,1
6185436,1
4013038,1
1449432,1
8319120,1
2347397,1
1360017,1
9872297,1
6403243,1
3877504,1
5453653,1
4268865,1
9573677,1
2850894,1
2408094,1
7834059,1
1720318,1
7294114,1
6119297,1
6508828,1
3112258,1
4532754,1
2394958,1
1275846,1
6630653,1
2256600,1
5812664,1
5182198,1
2905832,1
5195797,1
4026443,1
7157702,1
1966427,1
6400268,1
5858994,1
7717814,1
7951161,1
1156705,1
3896366,1
6183852,1
4043263,1
8621748,1
7944202,1
6612272,1
7355950,1
5441829,1
9843912,1
6567639,1
5152347,1
2782367,1
6490632,1
3277364,1
4520506,1
5641995,1
3622063,1
5990225,1
1886123,1
3642465,1
1887155,1
2673120,1
2759443,1
3729535,1
7662675,1
1660534,1
4222717,1
8368849,1
7748950,1
7367893,1
2249747,1
4736214,1
5816569,1
3689318,1
8724060,1
7652151,1
2191232,1
8513234,1
5566131,1
8113910,1
5710314,1
5951852,1
6730059,1
8281662,1
2592039,1
1254842,1
8156151,1
3778750,1
4414624,1
1150628,1
5709975,1
7200109,1
3173267,1
1393670,1
3048079,1
5905697,1
4994322,1
